machine_id,rows
3305996421,137539
4820235929,137523
906029,137486
1436345016,137434
6568405,137391
4820210891,137361
4802132957,137337
4820309854,137323
631954,137319
478267530,137318
4820140083,137314
1268752,137305
4820059785,137301
4820027768,137278
4828895378,137274
3606445419,137146
431038287,137141
705828,137139
4820240809,137133
294771535,137126
3305872432,137117
4820368543,137099
4820373138,137074
4820365692,137065
4820155203,137061
4802889220,137028
8146607,136981
4820234513,136981
6565003,136971
4820177075,136970
854316246,136917
4519257139,136913
7712405,136898
4820073776,136880
4820249664,136842
3539704311,136831
4820246091,136771
2107038344,136748
3539576954,136722
4820008783,136699
5015788232,136689
903692,136679
4820092871,136652
6568262,136646
1207736640,136632
4820105141,136574
1343811,136568
4820279445,136566
4820137445,136562
5015767025,136543
1272936,136491
1227569792,136383
4802125400,136379
4820157039,136356
4082990664,136352
4820182505,136342
4819966895,136315
5119058619,136280
854212252,136272
2912464652,136254
4874102959,136200
4820139430,136091
32064172,136064
5017353096,136029
988789,135992
208000647,135954
4820106413,135939
4820358467,135935
4820095363,135871
61024552,135855
8055076,135818
4245942189,135747
5482056535,135737
4820223984,135676
4820223869,135638
6955604,135608
4820104884,135605
39,135587
255718233,135570
4820134393,135511
3720148066,135507
4302097368,135499
4820091879,135470
4361029809,135447
711831,135415
4820095848,135368
4820429618,135339
4132907989,135271
4802850526,135265
4820181018,135256
4820115846,135245
5426762331,135240
5069621014,135231
1436808073,135209
672222,135197
4820060364,135170
1479029240,135163
4820103514,135143
4820243843,135110
5361768622,135105
1436835456,135088
4820227700,135068
470485660,135054
3593850737,135033
4820221395,134983
4820096633,134955
4820369208,134923
4820152618,134901
4820233297,134812
6565205,134796
4820315033,134783
711950,134781
4820137642,134757
4820183561,134741
294847209,134726
4820318122,134710
4820079501,134685
4820075588,134672
4821070690,134602
5015668309,134597
4820138090,134570
4820449042,134568
4802911019,134534
4802098790,134512
1438974691,134482
4477559343,134478
4802503736,134458
4820110704,134450
6570709,134449
789537090,134446
6567647,134419
5115314188,134412
789242122,134387
5015756115,134367
766862015,134359
770559055,134315
6640648,134314
1315252,134293
5128031787,134203
765598,134192
4152577737,134188
1345558742,134181
5015836622,134179
6565313,134176
4820177057,134174
903653,134171
4820139798,134050
6567814,134042
4820029872,134027
207833363,133991
6565004,133991
4539018949,133942
4820073834,133908
317489999,133894
4820854636,133872
4820092639,133812
2107201469,133772
854272886,133737
4820096364,133735
4469949093,133704
4820138803,133691
97983610,133666
4820060839,133660
4820058940,133646
4820020410,133646
6569659,133620
4820073848,133618
4820140214,133584
351612264,133580
1602413149,133554
6608636,133552
682981,133468
4820236249,133441
7778342,133438
708500090,133435
4820268323,133432
1093751844,133423
2006576542,133393
6567979,133377
2097465628,133369
3582580727,133368
450799,133366
906113,133350
6565168,133346
905775,133337
4820140159,133335
4820137260,133321
5015802270,133319
765679,133290
1333841,133243
4820139381,133203
1267871,133150
4820359145,133126
6640098,133121
1199330016,133098
4873114565,133096
4820211120,133040
207776314,133004
3312795286,132993
682375,132973
4820240231,132885
7777263,132883
1339788,132863
4802894130,132854
854262642,132818
2893782421,132813
1436323792,132798
4820172023,132780
4477571911,132633
1429204422,132624
567902,132610
4820134564,132583
5017317661,132572
317468439,132543
1436480496,132489
4867745523,132475
4820136784,132393
4802506091,132390
929541364,132371
351604751,132346
4820274057,132270
4820176926,132263
4820228787,132254
1436458723,132215
4820137403,132207
4820144505,132191
3349181752,132163
115245415,132159
4802892015,132158
1326697,132146
4802526614,132109
317497340,132102
4820216876,132094
4820317884,132071
318411871,132033
6641558,132018
257409273,131973
905903,131970
4820391494,131969
284754852,131966
711522,131945
4820031077,131888
6565054,131886
1429409439,131880
2197515274,131853
1274293,131829
6565188,131821
6641552,131783
4820093460,131767
4820258637,131765
4820096477,131761
4802121986,131760
1436347120,131614
1436489278,131585
4820093712,131573
4802467031,131563
4874238388,131560
4820110438,131521
97923394,131509
717233,131488
1269903,131482
4820072868,131438
4802514053,131400
1436490908,131395
4802492155,131364
600869017,131299
4820060534,131296
17560833,131267
4820136369,131251
708520179,131170
1651292437,131170
4820216965,131109
4828868239,131103
1332224,131079
4802885672,131076
227442931,131048
4802079544,131023
6608666,130974
4802489439,130974
381139,130973
4802479866,130965
4239653124,130957
3687793172,130951
5351430507,130920
336055241,130807
4820017068,130799
4892979988,130792
904981,130789
351618647,130773
1324986,130766
4820239047,130765
772200996,130745
305376843,130740
538734099,130720
4820134821,130686
708467094,130672
4820059525,130570
990619625,130559
3890664754,130554
4820251792,130487
1437822781,130401
1332109,130391
7352912,130390
4820073833,130385
4820358468,130373
4246114313,130370
682370,130356
4820092162,130349
97959149,130347
2197239228,130318
1301866,130249
4820793366,130234
4820359129,130225
16909011,130152
956332103,130141
4802146986,130130
3890233703,130098
854763606,130093
6641418,130087
7777244,130084
6608516,129963
4232802794,129953
6565076,129905
1271896,129878
258716692,129831
4820094644,129813
4802125502,129804
1273445,129804
4478594448,129801
4820136827,129768
6567587,129766
2565498819,129677
16915984,129673
2097465275,129670
4820235553,129604
4246484773,129582
376271342,129552
4820136643,129528
1018836875,129495
3422416755,129470
3739380398,129468
907674,129459
4820108912,129459
4820011337,129432
766053,129387
1094227,129367
682853,129352
3365958041,129337
227418192,129332
227456202,129325
5777330612,129306
4820025514,129271
400360986,129267
227323214,129256
6608653,129251
602962,129251
4820095525,129246
348646479,129200
1436486645,129194
765618,129176
927893816,129161
4820155939,129152
207833290,129142
2198019209,129137
4802848681,129132
717265,129111
1268958,129084
3349181012,129032
4820183646,128998
1343930,128923
2197178548,128904
4873150928,128904
1436342858,128884
97922056,128863
6568396,128861
336038987,128813
4820017069,128808
1302391,128755
538967033,128753
1429144447,128748
539158843,128722
4820102555,128643
4820318101,128633
418559,128619
155320113,128589
603126,128528
4874096349,128515
4820182799,128511
4820211335,128486
705636,128482
4821144149,128465
4478583587,128442
4820029968,128441
4479483611,128440
7311325,128411
30464454,128381
418561,128381
766861939,128338
766872187,128317
1177134993,128283
294994568,128249
4820227126,128246
6568008,128238
2787065065,128209
4837752655,128191
766872141,128180
4820110436,128174
4820348032,128146
4820261129,128104
4820017067,128098
351640959,128090
97957843,128059
17503800,128038
1436306124,128008
1437360112,127999
5015784997,127998
4820094770,127996
1302265,127975
1436671113,127959
3958955492,127936
1479041828,127899
904811,127891
4820318661,127862
564481798,127845
4820294844,127836
227436959,127821
766872184,127772
660951,127767
1272058,127763
329150663,127705
4475802790,127705
4820238799,127643
97957309,127610
437139059,127600
4476762131,127587
665484,127583
1335562,127508
766677,127480
2608442364,127474
4874535772,127452
317346425,127447
4820097048,127439
603122,127431
4820094627,127430
284786938,127426
4820309577,127405
329139455,127394
1436350719,127380
4469899820,127374
4820313419,127341
1335582,127337
854791685,127313
599610,127293
4853099293,127293
486704,127277
227448576,127234
1436466451,127222
672518,127221
5303911249,127190
4820180815,127156
6566950,127120
4820010836,127099
659891037,127046
2856718145,127040
1095431,127026
5015682200,127022
13,126983
3890239382,126982
4820218016,126954
4820137595,126949
1436467422,126939
4820310542,126912
4820159474,126883
16914031,126822
5015681460,126819
38709341,126723
4820096768,126719
1302032,126714
4820359794,126710
6648753,126694
908054,126691
765615,126682
317469490,126650
82739463,126641
6607757,126629
4820156549,126620
424229668,126619
854831238,126559
904252,126546
336047699,126541
294887447,126541
599626,126503
227438512,126490
4802126722,126477
988707,126466
4820248458,126459
662203,126444
2260121343,126435
961216589,126419
487414,126413
4820221388,126400
2604001814,126382
4820250967,126376
4873966196,126363
711829,126354
4469371014,126335
711981,126334
4820028497,126332
9800449,126320
2636362410,126284
8055083,126278
662382,126277
4820254606,126271
978710,126237
227441257,126216
904346,126215
418551,126189
280036055,126177
431075168,126165
6567267,126158
336055156,126134
4820095225,126122
4820265848,126106
4469393756,126082
4820137231,126066
4820137594,126041
463289792,126036
227460662,126011
1732375871,126009
6566769,125978
4820059241,125966
4802145976,125951
4478557349,125934
329144835,125921
904050,125905
4246071647,125898
16914034,125840
3127403204,125834
973289566,125826
288806452,125820
6566560,125819
4477050890,125806
485241,125802
129113309,125797
854729478,125778
5149670283,125774
4820023224,125763
6640638,125755
3688479450,125740
1331994,125726
6641069,125718
4820139461,125697
4820135116,125692
294994825,125666
4820109693,125661
2851675,125654
1303514,125632
4820137538,125615
4820200679,125592
257502094,125578
1273845,125578
4802474396,125569
317808427,125547
711174,125535
1108915926,125509
1302587,125508
351652775,125506
336055202,125501
3938703854,125481
3811742316,125451
2107738283,125444
672303,125440
1301756,125432
4820250647,125422
227456201,125410
4820139301,125378
711520,125353
1331896,125352
3312092085,125345
4820021252,125340
4820223849,125339
4802136602,125335
4820032326,125333
257502280,125314
1608614352,125308
4820076204,125297
3938828886,125292
1343767,125263
4820890825,125244
400506487,125240
37,125228
3231086370,125218
672411,125206
1841837,125154
1094814,125143
3405236527,125141
1436307767,125140
1429193383,125135
336023614,125119
3201561890,125111
4820253490,125092
4820074114,125085
4820800769,125055
2599764148,125017
2097976076,125015
1436331086,124991
682278,124976
4802087267,124973
1436510966,124955
704544280,124946
8055128,124935
1429160667,124930
227436437,124927
602948,124923
6565196,124921
4469351793,124921
383305089,124913
3602506355,124888
1822776,124881
4802495635,124879
6607759,124864
4820139637,124795
333938877,124791
1515533489,124776
1335750048,124769
963005281,124728
4820093820,124684
4820155700,124669
1272491,124653
904773,124629
1270371,124628
4821123539,124583
1303412,124581
4623238205,124580
4820382004,124553
4820367467,124533
4802518166,124532
5168862796,124532
1979335092,124530
6568402,124514
4820139626,124486
610583527,124484
907481,124481
4802475358,124478
418547,124475
4820020573,124474
2924102028,124423
1330041606,124393
717316,124382
4874547573,124368
317304983,124366
486816,124354
217519477,124349
682385,124334
1436548633,124311
4802844117,124306
4820072958,124251
318359913,124243
224761943,124239
201595472,124217
308515203,124197
1274046,124196
30594572,124194
6641572,124175
708500064,124161
227415830,124140
4820155831,124105
708516681,124104
317488450,124087
1092846,124059
4820249376,124043
351642813,124040
6565508,124026
672217,124021
288775343,124018
988135,124015
351664184,124010
610044506,124000
422091,123992
1335781,123989
717293,123970
4820354448,123967
2697940353,123952
711616,123886
1275034,123864
662351,123810
682843,123798
5015887240,123770
4820238636,123751
6607988,123749
4802888720,123718
766872170,123700
16918681,123698
4820138006,123676
1332347,123645
4820020938,123644
4820072401,123633
2107206511,123618
376216825,123614
4820235521,123613
4820077486,123603
3464313284,123591
6566925,123573
3992117001,123533
1273853,123526
16915964,123520
1436307768,123491
1338881,123470
766861983,123464
1269936,123450
6640630,123410
6567650,123374
257408566,123334
4820058941,123334
5602211723,123334
640773423,123321
4820032202,123289
854245255,123289
16914037,123276
765978,123270
711308,123249
4820252642,123233
717342,123215
478267660,123209
3337853850,123205
17503785,123195
4820096449,123188
4820794786,123188
4842960836,123159
336051884,123144
317488656,123142
4820175223,123137
567933,123126
266853480,123120
1436345034,123115
381369,123079
6569445,123056
1436344237,123044
3539639108,123026
6565531,123009
346922258,123000
3338370445,122981
6566939,122961
486961,122956
4802887274,122903
1302264,122901
61,122890
1272048,122859
1436670898,122857
603108,122832
4868526569,122810
4820094144,122785
323143787,122780
903243,122769
1094464,122769
6566737,122738
705822,122736
908437,122720
1269896,122712
554338230,122689
4820309432,122675
1436371715,122672
1274843,122660
2107900409,122654
257335687,122652
326053736,122625
4820003183,122623
4479421109,122613
934754382,122594
638230,122591
317477873,122589
4820095887,122583
717252,122583
1271938,122579
2433236783,122575
4820017998,122561
1436368436,122555
3890308349,122548
351660538,122529
8053582,122496
70169725,122487
6571232,122485
217833831,122472
4820072458,122417
6608782,122413
4302217152,122389
317486459,122388
3004453972,122371
4325418053,122362
1272896,122312
717323,122302
317808183,122222
4802904615,122221
3571696441,122219
200678889,122219
1436311760,122215
1436480608,122192
854675755,122190
16915966,122183
4019849526,122179
717317,122173
636668289,122160
711551,122157
682478,122152
6565363,122150
708711467,122142
1322612,122130
4152418403,122110
487538,122065
4802913627,122045
400510152,122018
704520992,122014
711247,121970
156597936,121964
351635172,121945
2378314353,121945
854826075,121943
317468451,121934
1342901,121929
484207241,121894
2096989215,121880
6566598,121874
682803,121826
2673291567,121795
2863625659,121789
682312,121783
1436305351,121781
4820447540,121780
4485562665,121779
8055696,121776
4820186483,121774
590641088,121774
227436439,121756
3626098114,121737
1436699250,121722
1157535673,121716
381126,121705
6565333,121695
1436330292,121688
1095787,121679
4802887596,121651
1268582,121637
17504373,121627
207926898,121622
288814609,121612
6568432,121611
979116,121604
6565307,121600
6566924,121587
934745121,121583
208016638,121578
4820139951,121577
4636229115,121543
1338920,121542
257388827,121542
227418857,121528
711390,121514
4486480747,121508
2566592809,121504
317311053,121493
450512000,121493
351605917,121473
5411731657,121469
930370999,121463
854245616,121459
1437827083,121449
705769,121442
6565169,121433
16914099,121427
4469327972,121419
2107200795,121398
1436312136,121396
1436342823,121383
1439055469,121370
638197,121354
5118782424,121338
351636149,121324
905814,121315
904306,121304
3135493919,121266
711665,121263
185047962,121258
487548,121250
765544,121239
4820107221,121233
283670898,121229
2898888776,121221
16917836,121217
2678068039,121215
705747,121208
7753129,121203
295000406,121196
4820436037,121192
351620517,121153
16918703,121142
1676250332,121103
599632,121101
1272590,121099
7776609,121092
3998905373,121089
6568400,121088
2851836,121088
711435,121077
294862969,121067
4820200330,121060
1271744,121031
673113530,121031
336051848,121016
907974,121013
1199304895,121004
903235,120993
1338948,120993
3861920191,120991
1272714,120962
4245987189,120951
3013143852,120949
1429598664,120948
672409,120943
3890625724,120919
1340548,120916
765842,120906
766873228,120874
227445778,120874
1306108,120872
734320642,120851
17004853,120843
3914127979,120839
1429193400,120826
6639235,120819
257406112,120804
351642159,120801
6567674,120801
3991854939,120796
4120457405,120787
486820,120769
602953,120753
2922918031,120749
46277381,120748
4820099551,120743
3349189123,120742
317488703,120741
1272596,120727
6568137,120709
257335556,120692
2097788460,120691
317488512,120689
4820091924,120677
3306434506,120667
788286790,120655
3810807041,120650
924411698,120643
2346664214,120601
4477356695,120584
765989,120557
4488976505,120547
907081,120547
788288809,120533
7201081,120527
318360092,120527
4820414802,120498
351634520,120495
2496984564,120493
227424491,120479
351604301,120467
3081033135,120414
711529,120414
907759,120395
1436387371,120381
431050290,120372
2745720035,120369
6568293,120367
6565403,120360
6565510,120331
227419590,120319
3938707524,120314
3605370291,120301
4713385074,120299
4820211571,120290
599758,120280
6640087,120261
491786411,120252
351642433,120195
4820101396,120192
3944922723,120190
904564,120178
1094236,120169
351619533,120169
603107,120155
6641575,120152
1092585,120150
4820417050,120125
368691893,120087
902626,120087
7253893,120059
317809907,120047
294924809,120040
3938677536,120038
4304784540,120029
2990442352,120027
2515484324,120017
2107039483,120011
421592,119999
336030391,119983
1271465,119961
431086639,119961
4302675801,119941
4820249289,119910
334006408,119909
5015788297,119896
1436342347,119890
6567816,119876
3571484904,119875
2057683155,119860
227417874,119857
8053587,119843
1343503,119833
567756,119830
351662111,119829
1436310560,119828
4820358249,119822
4516023785,119809
597205677,119801
3877780324,119798
765928,119795
351640643,119792
1335043,119742
567748,119723
4233784189,119723
2522164774,119719
766873446,119719
627966,119713
4304128496,119708
354568921,119697
422090,119695
2787145272,119655
765681,119638
4802484241,119606
2781606191,119605
317486525,119582
3938744706,119573
284751006,119569
6889228,119557
907176,119551
1331908,119547
4820181362,119526
6565401,119525
4802863302,119509
4802086681,119498
4725782108,119490
3002972015,119481
284751007,119473
6648754,119467
711414,119440
672533,119437
317489987,119427
1302438,119386
1436350525,119386
73906237,119376
207833103,119366
1439104436,119346
2096751984,119345
487390,119338
854203861,119316
227417736,119316
1095595,119305
1302207,119304
351652246,119295
431053017,119281
766872189,119274
16918689,119272
1436493919,119250
6640652,119227
4820092048,119219
1343569,119210
1807103,119209
1324120,119208
1339551990,119208
1315164,119200
351613874,119195
1227206133,119191
602987,119187
711416,119186
371617923,119170
6595381,119165
5256972039,119137
4478521935,119124
4802131154,119116
336041015,119083
778700448,119074
4820237646,119064
400423995,119044
672220,119039
904468,119032
2006627462,119026
257406696,119014
1271215,119010
463452916,119009
563908675,119003
336073983,118979
351621031,118977
336054064,118964
1094097,118962
1848520,118960
5489360286,118958
1320017,118957
6607761,118953
227459048,118941
317510281,118930
905021,118929
1272600,118911
1272603,118884
1319797688,118877
4820059173,118868
9831648,118824
4988455129,118817
903477,118816
7729017,118812
1429175461,118793
38727494,118790
766891110,118784
850451321,118762
1338880,118758
32058053,118747
4820288180,118737
4820028570,118730
567336,118728
1274567,118718
567920,118701
4802128627,118698
4478386750,118681
317504355,118680
351640936,118668
636600111,118665
61730926,118662
854205897,118657
6567854,118655
6570691,118646
6608011,118645
288806459,118643
904461,118642
1436467979,118639
1094322,118633
4802127438,118624
38666327,118612
6648755,118538
4820072821,118530
4071014884,118509
7819712,118505
6570819,118500
1271578,118499
4820076711,118494
7311318,118490
4304847115,118486
38291932,118483
1436360167,118482
1269048,118470
257333225,118463
857615481,118453
8055072,118448
294994015,118440
1331892,118439
6565075,118439
4217339556,118436
381368,118431
294794491,118428
567907,118422
4246437482,118421
4820131656,118418
704543854,118389
258764698,118384
3314344668,118368
6565321,118366
46276311,118360
6608763,118354
317488506,118332
1807062,118329
5489339178,118291
38708418,118282
4802479771,118271
4304773033,118265
6641438,118265
6596398,118259
400468345,118225
2440910721,118220
2343401803,118218
5824151896,118217
1404437,118211
1515392980,118208
4820101410,118180
257408514,118170
4304800784,118160
1270313,118146
766862013,118130
4116727018,118113
336025700,118107
1429191803,118107
16915974,118097
788651691,118072
1436368948,118063
3098096894,118057
283968648,118047
257337162,118043
351607178,118024
294994016,118015
3232022056,118011
565037823,117964
6564578,117964
336048126,117958
682242,117948
6608633,117933
255789155,117933
4802143174,117922
567617,117916
6955755,117915
1094327,117914
6565311,117907
372620492,117904
682480,117903
3470655438,117892
280043712,117881
336021545,117865
227418843,117862
4479533166,117840
6641714,117837
7811180,117832
294816718,117802
1267917,117793
6608785,117792
711465,117785
682268,117784
336071719,117757
3463755669,117753
3602101622,117746
1271175,117738
4820356727,117731
708477979,117727
4802491967,117707
705686,117687
32054729,117685
595677,117681
3772780696,117666
257349221,117658
4981321711,117657
257330928,117642
16914102,117637
711937,117632
4477587134,117619
854729761,117614
567618,117613
4820390019,117607
4011755981,117600
6955603,117599
6566583,117583
5685677450,117577
4820268324,117559
336058778,117550
17504609,117539
37404275,117538
599637,117529
3938728607,117519
4478801771,117515
1672921,117515
294924089,117490
907437,117475
711310,117466
660917,117447
4820137454,117442
3593961356,117404
638224,117394
6608620,117385
1301828,117383
905603,117368
318350730,117366
765838,117363
672430,117356
4820359613,117354
400475291,117343
226118358,117343
549346378,117342
3463939774,117340
4134055415,117337
16918658,117315
1436303890,117312
257335673,117302
478267324,117297
599763,117296
6568288,117292
902887,117285
7712396,117269
6565528,117251
4469383380,117246
4820076565,117225
5111809840,117221
1436312263,117212
904165,117198
372629563,117196
854244927,117193
351664165,117175
705760,117175
284757726,117169
1271935,117168
1464890438,117155
227417734,117146
6566931,117136
1339082,117134
294880116,117118
1273074,117111
1848513,117105
766872129,117100
344987635,117099
662377,117095
708535706,117089
2849392,117085
61014839,117076
317487839,117050
3932557225,117043
6567461,117020
1094777,117018
257502067,117015
662228,117008
2595020174,116993
4802120401,116975
6640621,116973
711635,116969
1340913,116966
1340967,116963
4486038531,116963
1436373687,116950
318350764,116943
3306027321,116942
3602803706,116938
1093250,116935
4820096817,116911
1436522802,116897
487385,116887
3539737748,116885
351652240,116883
4820099550,116877
